Año	Mes	Dia	DiaSemana	Hora	Minuto	Cuenta	A/N
2018	7	5	3	       	5	50	0	Normal
2018	7	5	3	       	6	0	0	Normal
2018	7	5	3	       	6	10	0	Normal
2018	7	5	3	       	6	20	0	Normal
2018	7	5	3	       	6	30	0	Normal
2018	7	5	3	       	6	40	0	Normal
2018	7	5	3	       	6	50	0	Normal
2018	7	5	3	       	7	0	149	Normal
2018	7	5	3	       	7	10	149	Normal
2018	7	5	3	       	7	20	145	Normal
2018	7	5	3	       	7	30	152	Normal
2018	7	5	3	       	7	40	147	Normal
2018	7	5	3	       	7	50	147	Normal
2018	7	5	3	       	8	0	150	Normal
2018	7	5	3	       	8	10	152	Normal
2018	7	5	3	       	8	20	151	Normal
2018	7	5	3	       	8	30	152	Normal
2018	7	5	3	       	8	40	152	Normal
2018	7	5	3	       	8	50	152	Normal
2018	7	5	3	       	9	0	151	Normal
2018	7	5	3	       	9	10	152	Normal
2018	7	5	3	       	9	20	150	Normal
2018	7	5	3	       	9	30	148	Normal
2018	7	5	3	       	9	40	152	Normal
2018	7	5	3	       	9	50	149	Normal
2018	7	5	3	       	10	0	147	Normal
2018	7	5	3	       	10	10	150	Normal
2018	7	5	3	       	10	20	147	Normal
2018	7	5	3	       	10	30	153	Normal
2018	7	5	3	       	10	40	147	Normal
2018	7	5	3	       	10	50	151	Normal
2018	7	5	3	       	11	0	149	Normal
2018	7	5	3	       	11	10	151	Normal
2018	7	5	3	       	11	20	149	Normal
2018	7	5	3	       	11	30	148	Normal
2018	7	5	3	       	11	40	149	Normal
2018	7	5	3	       	11	50	152	Normal
2018	7	5	3	       	12	0	152	Normal
2018	7	5	3	       	12	10	147	Normal
2018	7	5	3	       	12	20	150	Normal
2018	7	5	3	       	12	30	150	Normal
2018	7	5	3	       	12	40	149	Normal
2018	7	5	3	       	12	50	152	Normal
2018	7	5	3	       	13	0	149	Normal
2018	7	5	3	       	13	10	149	Normal
2018	7	5	3	       	13	20	150	Normal
2018	7	5	3	       	13	30	149	Normal
2018	7	5	3	       	13	40	151	Normal
2018	7	5	3	       	13	50	152	Normal
2018	7	5	3	       	14	0	151	Normal
2018	7	5	3	       	14	10	157	Normal
2018	7	5	3	       	14	20	153	Normal
2018	7	5	3	       	14	30	154	Normal
2018	7	5	3	       	14	40	152	Normal
2018	7	5	3	       	14	50	149	Normal
2018	7	5	3	       	15	0	148	Normal
2018	7	5	3	       	15	10	154	Normal
2018	7	5	3	       	15	20	148	Normal
2018	7	5	3	       	15	30	148	Normal
2018	7	5	3	       	15	40	150	Normal
2018	7	5	3	       	15	50	149	Normal
2018	7	5	3	       	16	0	153	Normal
2018	7	5	3	       	16	10	152	Normal
2018	7	5	3	       	16	20	149	Normal
2018	7	5	3	       	16	30	148	Normal
2018	7	5	3	       	16	40	148	Normal
2018	7	5	3	       	16	50	152	Normal
2018	7	5	3	       	17	0	153	Normal
2018	7	5	3	       	17	10	148	Normal
2018	7	5	3	       	17	20	149	Normal
2018	7	5	3	       	17	30	150	Normal
2018	7	5	3	       	17	40	150	Normal
2018	7	5	3	       	17	50	148	Normal
2018	7	5	3	       	18	0	0	Normal
2018	7	5	3	       	18	10	0	Normal
2018	7	5	3	       	18	20	0	Normal
2018	7	5	3	       	18	30	0	Normal
2018	7	5	3	       	18	40	0	Normal
2018	7	5	3	       	18	50	0	Normal
2018	7	5	3	       	19	0	0	Normal
2018	7	5	3	       	19	10	0	Normal
2018	7	5	3	       	19	20	0	Normal
2018	7	5	3	       	19	30	0	Normal
2018	7	5	3	       	19	40	0	Normal
2018	7	5	3	       	19	50	0	Normal
2018	7	5	3	       	20	0	0	Normal
2018	7	5	3	       	20	10	0	Normal
2018	7	5	3	       	20	20	0	Normal
2018	7	5	3	       	20	30	0	Normal
2018	7	5	3	       	20	40	0	Normal
2018	7	5	3	       	20	50	0	Normal
2018	7	5	3	       	21	0	0	Normal
2018	7	5	3	       	21	10	0	Normal
2018	7	5	3	       	21	20	0	Normal
2018	7	5	3	       	21	30	0	Normal
2018	7	5	3	       	21	40	0	Normal
2018	7	5	3	       	21	50	0	Normal
2018	7	5	3	       	22	0	0	Normal
2018	7	5	3	       	22	10	0	Normal
2018	7	5	3	       	22	20	0	Normal
2018	7	5	3	       	22	30	0	Normal
2018	7	5	3	       	22	40	0	Normal
2018	7	5	3	       	22	50	0	Normal
2018	7	5	3	       	23	0	0	Normal
2018	7	5	3	       	23	10	0	Normal
2018	7	5	3	       	23	20	0	Normal
2018	7	5	3	       	23	30	0	Normal
2018	7	5	3	       	23	40	0	Normal
2018	7	5	3	       	23	50	0	Normal
2018	7	6	4	       	0	0	0	Normal
2018	7	6	4	       	0	10	0	Normal
2018	7	6	4	       	0	20	0	Normal
2018	7	6	4	       	0	30	0	Normal
2018	7	6	4	       	0	40	0	Normal
2018	7	6	4	       	0	50	0	Normal
2018	7	6	4	       	1	0	0	Normal
2018	7	6	4	       	1	10	0	Normal
2018	7	6	4	       	1	20	0	Normal
2018	7	6	4	       	1	30	0	Normal
2018	7	6	4	       	1	40	0	Normal
2018	7	6	4	       	1	50	0	Normal
2018	7	6	4	       	2	0	0	Normal
2018	7	6	4	       	2	10	0	Normal
2018	7	6	4	       	2	20	0	Normal
2018	7	6	4	       	2	30	0	Normal
2018	7	6	4	       	2	40	0	Normal
2018	7	6	4	       	2	50	0	Normal
2018	7	6	4	       	3	0	0	Normal
2018	7	6	4	       	3	10	0	Normal
2018	7	6	4	       	3	20	0	Normal
2018	7	6	4	       	3	30	0	Normal
2018	7	6	4	       	3	40	0	Normal
2018	7	6	4	       	3	50	0	Normal
2018	7	6	4	       	4	0	0	Normal
2018	7	6	4	       	4	10	0	Normal
2018	7	6	4	       	4	20	0	Normal
2018	7	6	4	       	4	30	0	Normal
2018	7	6	4	       	4	40	0	Normal
2018	7	6	4	       	4	50	0	Normal
2018	7	6	4	       	5	0	0	Normal
2018	7	6	4	       	5	10	0	Normal
2018	7	6	4	       	5	20	0	Normal
2018	7	6	4	       	5	30	0	Normal
2018	7	6	4	       	5	40	0	Normal
2018	7	6	4	       	5	50	0	Normal
2018	7	6	4	       	6	0	0	Normal
2018	7	6	4	       	6	10	0	Normal
2018	7	6	4	       	6	20	0	Normal
2018	7	6	4	       	6	30	0	Normal
2018	7	6	4	       	6	40	0	Normal
2018	7	6	4	       	6	50	0	Normal
2018	7	6	4	       	7	0	148	Normal
2018	7	6	4	       	7	10	153	Normal
2018	7	6	4	       	7	20	151	Normal
2018	7	6	4	       	7	30	148	Normal
2018	7	6	4	       	7	40	144	Normal
2018	7	6	4	       	7	50	153	Normal
2018	7	6	4	       	8	0	150	Normal
2018	7	6	4	       	8	10	152	Normal
2018	7	6	4	       	8	20	150	Normal
2018	7	6	4	       	8	30	157	Normal
2018	7	6	4	       	8	40	152	Normal
2018	7	6	4	       	8	50	148	Normal
2018	7	6	4	       	9	0	152	Normal
2018	7	6	4	       	9	10	147	Normal
2018	7	6	4	       	9	20	154	Normal
2018	7	6	4	       	9	30	151	Normal
2018	7	6	4	       	9	40	151	Normal
2018	7	6	4	       	9	50	150	Normal
2018	7	6	4	       	10	0	149	Normal
2018	7	6	4	       	10	10	147	Normal
2018	7	6	4	       	10	20	149	Normal
2018	7	6	4	       	10	30	148	Normal
2018	7	6	4	       	10	40	147	Normal
2018	7	6	4	       	10	50	153	Normal
2018	7	6	4	       	11	0	152	Normal
2018	7	6	4	       	11	10	148	Normal
2018	7	6	4	       	11	20	149	Normal
2018	7	6	4	       	11	30	150	Normal
2018	7	6	4	       	11	40	156	Normal
2018	7	6	4	       	11	50	153	Normal
2018	7	6	4	       	12	0	147	Normal
2018	7	6	4	       	12	10	151	Normal
2018	7	6	4	       	12	20	152	Normal
2018	7	6	4	       	12	30	152	Normal
2018	7	6	4	       	12	40	152	Normal
2018	7	6	4	       	12	50	150	Normal
2018	7	6	4	       	13	0	148	Normal
2018	7	6	4	       	13	10	147	Normal
2018	7	6	4	       	13	20	152	Normal
2018	7	6	4	       	13	30	147	Normal
2018	7	6	4	       	13	40	151	Normal
2018	7	6	4	       	13	50	152	Normal
2018	7	6	4	       	14	0	151	Normal
2018	7	6	4	       	14	10	151	Normal
2018	7	6	4	       	14	20	151	Normal
2018	7	6	4	       	14	30	148	Normal
2018	7	6	4	       	14	40	148	Normal
2018	7	6	4	       	14	50	152	Normal
2018	7	6	4	       	15	0	145	Normal
2018	7	6	4	       	15	10	153	Normal
2018	7	6	4	       	15	20	145	Normal
2018	7	6	4	       	15	30	148	Normal
2018	7	6	4	       	15	40	148	Normal
2018	7	6	4	       	15	50	148	Normal
2018	7	6	4	       	16	0	152	Normal
2018	7	6	4	       	16	10	150	Normal
2018	7	6	4	       	16	20	148	Normal
2018	7	6	4	       	16	30	147	Normal
2018	7	6	4	       	16	40	148	Normal
2018	7	6	4	       	16	50	152	Normal
2018	7	6	4	       	17	0	148	Normal
2018	7	6	4	       	17	10	147	Normal
2018	7	6	4	       	17	20	150	Normal
2018	7	6	4	       	17	30	149	Normal
2018	7	6	4	       	17	40	152	Normal
2018	7	6	4	       	17	50	146	Normal
2018	7	6	4	       	18	0	0	Anomalia
2018	7	6	4	       	18	10	0	Normal
2018	7	6	4	       	18	20	0	Normal
2018	7	6	4	       	18	30	0	Normal
2018	7	6	4	       	18	40	0	Normal
2018	7	6	4	       	18	50	0	Normal
2018	7	6	4	       	19	0	0	Normal
2018	7	6	4	       	19	10	0	Normal
2018	7	6	4	       	19	20	0	Normal
2018	7	6	4	       	19	30	0	Normal
2018	7	6	4	       	19	40	0	Normal
2018	7	6	4	       	19	50	0	Normal
2018	7	6	4	       	20	0	0	Normal
2018	7	6	4	       	20	10	0	Normal
2018	7	6	4	       	20	20	0	Normal
2018	7	6	4	       	20	30	0	Normal
2018	7	6	4	       	20	40	0	Normal
2018	7	6	4	       	20	50	0	Normal
2018	7	6	4	       	21	0	0	Normal
2018	7	6	4	       	21	10	0	Normal
2018	7	6	4	       	21	20	0	Normal
2018	7	6	4	       	21	30	0	Normal
2018	7	6	4	       	21	40	0	Normal
2018	7	6	4	       	21	50	0	Normal
2018	7	6	4	       	22	0	0	Normal
2018	7	6	4	       	22	10	0	Normal
2018	7	6	4	       	22	20	0	Normal
2018	7	6	4	       	22	30	0	Normal
2018	7	6	4	       	22	40	0	Normal
2018	7	6	4	       	22	50	0	Normal
2018	7	6	4	       	23	0	0	Normal
2018	7	6	4	       	23	10	0	Normal
2018	7	6	4	       	23	20	0	Normal
2018	7	6	4	       	23	30	0	Normal
2018	7	6	4	       	23	40	0	Normal
2018	7	6	4	       	23	50	0	Normal
2018	7	7	5	       	0	0	121	Normal
2018	7	7	5	       	0	10	117	Normal
2018	7	7	5	       	0	20	121	Normal
2018	7	7	5	       	0	30	120	Normal
2018	7	7	5	       	0	40	119	Normal
2018	7	7	5	       	0	50	120	Normal
2018	7	7	5	       	1	0	117	Normal
2018	7	7	5	       	1	10	120	Normal
2018	7	7	5	       	1	20	118	Normal
2018	7	7	5	       	1	30	120	Normal
2018	7	7	5	       	1	40	118	Normal
2018	7	7	5	       	1	50	118	Normal
2018	7	7	5	       	2	0	120	Normal
2018	7	7	5	       	2	10	120	Normal
2018	7	7	5	       	2	20	122	Normal
2018	7	7	5	       	2	30	121	Normal
2018	7	7	5	       	2	40	117	Normal
2018	7	7	5	       	2	50	121	Normal
2018	7	7	5	       	3	0	121	Normal
2018	7	7	5	       	3	10	120	Normal
2018	7	7	5	       	3	20	120	Normal
2018	7	7	5	       	3	30	120	Normal
2018	7	7	5	       	3	40	236	Anomalia
2018	7	7	5	       	3	50	116	Normal
2018	7	7	5	       	4	0	119	Normal
2018	7	7	5	       	4	10	118	Normal
2018	7	7	5	       	4	20	117	Normal
2018	7	7	5	       	4	30	122	Normal
2018	7	7	5	       	4	40	116	Normal
2018	7	7	5	       	4	50	119	Normal
2018	7	7	5	       	5	0	121	Normal
2018	7	7	5	       	5	10	119	Normal
2018	7	7	5	       	5	20	120	Normal
2018	7	7	5	       	5	30	121	Normal
2018	7	7	5	       	5	40	121	Normal
2018	7	7	5	       	5	50	120	Normal
2018	7	7	5	       	6	0	119	Normal
2018	7	7	5	       	6	10	117	Normal
2018	7	7	5	       	6	20	120	Normal
2018	7	7	5	       	6	30	119	Normal
2018	7	7	5	       	6	40	123	Normal
2018	7	7	5	       	6	50	119	Normal
2018	7	7	5	       	7	0	120	Normal
2018	7	7	5	       	7	10	121	Normal
2018	7	7	5	       	7	20	119	Normal
2018	7	7	5	       	7	30	122	Normal
2018	7	7	5	       	7	40	127	Normal
2018	7	7	5	       	7	50	116	Normal
2018	7	7	5	       	8	0	117	Normal
2018	7	7	5	       	8	10	117	Normal
2018	7	7	5	       	8	20	120	Normal
2018	7	7	5	       	8	30	124	Normal
2018	7	7	5	       	8	40	120	Normal
2018	7	7	5	       	8	50	119	Normal
2018	7	7	5	       	9	0	122	Normal
2018	7	7	5	       	9	10	123	Normal
2018	7	7	5	       	9	20	118	Normal
2018	7	7	5	       	9	30	119	Normal
2018	7	7	5	       	9	40	121	Normal
2018	7	7	5	       	9	50	121	Normal
2018	7	7	5	       	10	0	119	Normal
2018	7	7	5	       	10	10	120	Normal
2018	7	7	5	       	10	20	244	Anomalia
2018	7	7	5	       	10	30	121	Normal
2018	7	7	5	       	10	40	121	Normal
2018	7	7	5	       	10	50	120	Normal
2018	7	7	5	       	11	0	120	Normal
2018	7	7	5	       	11	10	122	Normal
2018	7	7	5	       	11	20	118	Normal
2018	7	7	5	       	11	30	121	Normal
2018	7	7	5	       	11	40	121	Normal
2018	7	7	5	       	11	50	119	Normal
2018	7	7	5	       	12	0	120	Normal
2018	7	7	5	       	12	10	120	Normal
2018	7	7	5	       	12	20	121	Normal
2018	7	7	5	       	12	30	117	Normal
2018	7	7	5	       	12	40	122	Normal
2018	7	7	5	       	12	50	118	Normal
2018	7	7	5	       	13	0	118	Normal
2018	7	7	5	       	13	10	117	Normal
2018	7	7	5	       	13	20	118	Normal
2018	7	7	5	       	13	30	116	Normal
2018	7	7	5	       	13	40	121	Normal
2018	7	7	5	       	13	50	120	Normal
2018	7	7	5	       	14	0	115	Normal
2018	7	7	5	       	14	10	122	Normal
