Año	Mes	Dia	DiaSemana	Hora	Minuto	Cuenta	A/N
2018	7	4	2	       	7	30	198	Normal
2018	7	4	2	       	7	40	199	Normal
2018	7	4	2	       	7	50	200	Normal
2018	7	4	2	       	8	0	198	Normal
2018	7	4	2	       	8	10	197	Normal
2018	7	4	2	       	8	20	203	Normal
2018	7	4	2	       	8	30	204	Normal
2018	7	4	2	       	8	40	199	Normal
2018	7	4	2	       	8	50	203	Normal
2018	7	4	2	       	9	0	203	Normal
2018	7	4	2	       	9	10	196	Normal
2018	7	4	2	       	9	20	203	Normal
2018	7	4	2	       	9	30	202	Normal
2018	7	4	2	       	9	40	203	Normal
2018	7	4	2	       	9	50	203	Normal
2018	7	4	2	       	10	0	200	Normal
2018	7	4	2	       	10	10	198	Normal
2018	7	4	2	       	10	20	195	Normal
2018	7	4	2	       	10	30	200	Normal
2018	7	4	2	       	10	40	202	Normal
2018	7	4	2	       	10	50	202	Normal
2018	7	4	2	       	11	0	202	Normal
2018	7	4	2	       	11	10	199	Normal
2018	7	4	2	       	11	20	200	Normal
2018	7	4	2	       	11	30	201	Normal
2018	7	4	2	       	11	40	199	Normal
2018	7	4	2	       	11	50	199	Normal
2018	7	4	2	       	12	0	200	Normal
2018	7	4	2	       	12	10	201	Normal
2018	7	4	2	       	12	20	201	Normal
2018	7	4	2	       	12	30	200	Normal
2018	7	4	2	       	12	40	195	Normal
2018	7	4	2	       	12	50	202	Normal
2018	7	4	2	       	13	0	202	Normal
2018	7	4	2	       	13	10	203	Normal
2018	7	4	2	       	13	20	198	Normal
2018	7	4	2	       	13	30	199	Normal
2018	7	4	2	       	13	40	199	Normal
2018	7	4	2	       	13	50	201	Normal
2018	7	4	2	       	14	0	204	Normal
2018	7	4	2	       	14	10	199	Normal
2018	7	4	2	       	14	20	200	Normal
2018	7	4	2	       	14	30	200	Normal
2018	7	4	2	       	14	40	198	Normal
2018	7	4	2	       	14	50	202	Normal
2018	7	4	2	       	15	0	201	Normal
2018	7	4	2	       	15	10	200	Normal
2018	7	4	2	       	15	20	203	Normal
2018	7	4	2	       	15	30	203	Normal
2018	7	4	2	       	15	40	197	Normal
2018	7	4	2	       	15	50	198	Normal
2018	7	4	2	       	16	0	199	Normal
2018	7	4	2	       	16	10	198	Normal
2018	7	4	2	       	16	20	201	Normal
2018	7	4	2	       	16	30	200	Normal
2018	7	4	2	       	16	40	201	Normal
2018	7	4	2	       	16	50	198	Normal
2018	7	4	2	       	17	0	193	Normal
2018	7	4	2	       	17	10	202	Normal
2018	7	4	2	       	17	20	199	Normal
2018	7	4	2	       	17	30	203	Normal
2018	7	4	2	       	17	40	197	Normal
2018	7	4	2	       	17	50	200	Normal
2018	7	4	2	       	18	0	100	Normal
2018	7	4	2	       	18	10	99	Normal
2018	7	4	2	       	18	20	100	Normal
2018	7	4	2	       	18	30	98	Normal
2018	7	4	2	       	18	40	100	Normal
2018	7	4	2	       	18	50	98	Normal
2018	7	4	2	       	19	0	100	Normal
2018	7	4	2	       	19	10	100	Normal
2018	7	4	2	       	19	20	100	Normal
2018	7	4	2	       	19	30	98	Normal
2018	7	4	2	       	19	40	99	Normal
2018	7	4	2	       	19	50	100	Normal
2018	7	4	2	       	20	0	100	Normal
2018	7	4	2	       	20	10	98	Normal
2018	7	4	2	       	20	20	99	Normal
2018	7	4	2	       	20	30	98	Normal
2018	7	4	2	       	20	40	100	Normal
2018	7	4	2	       	20	50	97	Normal
2018	7	4	2	       	21	0	99	Normal
2018	7	4	2	       	21	10	100	Normal
2018	7	4	2	       	21	20	102	Normal
2018	7	4	2	       	21	30	100	Normal
2018	7	4	2	       	21	40	100	Normal
2018	7	4	2	       	21	50	101	Normal
2018	7	4	2	       	22	0	97	Normal
2018	7	4	2	       	22	10	102	Normal
2018	7	4	2	       	22	20	100	Normal
2018	7	4	2	       	22	30	100	Normal
2018	7	4	2	       	22	40	100	Normal
2018	7	4	2	       	22	50	98	Normal
2018	7	4	2	       	23	0	101	Normal
2018	7	4	2	       	23	10	98	Normal
2018	7	4	2	       	23	20	101	Normal
2018	7	4	2	       	23	30	98	Normal
2018	7	4	2	       	23	40	101	Normal
2018	7	4	2	       	23	50	99	Normal
2018	7	5	3	       	0	0	100	Normal
2018	7	5	3	       	0	10	99	Normal
2018	7	5	3	       	0	20	99	Normal
2018	7	5	3	       	0	30	98	Normal
2018	7	5	3	       	0	40	101	Normal
2018	7	5	3	       	0	50	101	Normal
2018	7	5	3	       	1	0	102	Normal
2018	7	5	3	       	1	10	100	Normal
2018	7	5	3	       	1	20	99	Normal
2018	7	5	3	       	1	30	98	Normal
2018	7	5	3	       	1	40	98	Normal
2018	7	5	3	       	1	50	100	Normal
2018	7	5	3	       	2	0	100	Normal
2018	7	5	3	       	2	10	100	Normal
2018	7	5	3	       	2	20	101	Normal
2018	7	5	3	       	2	30	101	Normal
2018	7	5	3	       	2	40	99	Normal
2018	7	5	3	       	2	50	101	Normal
2018	7	5	3	       	3	0	100	Normal
2018	7	5	3	       	3	10	99	Normal
2018	7	5	3	       	3	20	99	Normal
2018	7	5	3	       	3	30	101	Normal
2018	7	5	3	       	3	40	99	Normal
2018	7	5	3	       	3	50	101	Normal
2018	7	5	3	       	4	0	100	Normal
2018	7	5	3	       	4	10	98	Normal
2018	7	5	3	       	4	20	100	Normal
2018	7	5	3	       	4	30	98	Normal
2018	7	5	3	       	4	40	99	Normal
2018	7	5	3	       	4	50	99	Normal
2018	7	5	3	       	5	0	100	Normal
2018	7	5	3	       	5	10	101	Normal
2018	7	5	3	       	5	20	100	Normal
2018	7	5	3	       	5	30	98	Normal
2018	7	5	3	       	5	40	99	Normal
2018	7	5	3	       	5	50	98	Normal
2018	7	5	3	       	6	0	100	Normal
2018	7	5	3	       	6	10	99	Normal
2018	7	5	3	       	6	20	99	Normal
2018	7	5	3	       	6	30	100	Normal
2018	7	5	3	       	6	40	100	Normal
2018	7	5	3	       	6	50	101	Normal
2018	7	5	3	       	7	0	198	Normal
2018	7	5	3	       	7	10	200	Normal
2018	7	5	3	       	7	20	199	Normal
2018	7	5	3	       	7	30	200	Normal
2018	7	5	3	       	7	40	197	Normal
2018	7	5	3	       	7	50	202	Normal
2018	7	5	3	       	8	0	199	Normal
2018	7	5	3	       	8	10	204	Normal
2018	7	5	3	       	8	20	203	Normal
2018	7	5	3	       	8	30	197	Normal
2018	7	5	3	       	8	40	194	Normal
2018	7	5	3	       	8	50	206	Normal
2018	7	5	3	       	9	0	199	Normal
2018	7	5	3	       	9	10	198	Normal
2018	7	5	3	       	9	20	204	Normal
2018	7	5	3	       	9	30	197	Normal
2018	7	5	3	       	9	40	198	Normal
2018	7	5	3	       	9	50	197	Normal
2018	7	5	3	       	10	0	195	Normal
2018	7	5	3	       	10	10	203	Normal
2018	7	5	3	       	10	20	203	Normal
2018	7	5	3	       	10	30	198	Normal
2018	7	5	3	       	10	40	200	Normal
2018	7	5	3	       	10	50	203	Normal
2018	7	5	3	       	11	0	196	Normal
2018	7	5	3	       	11	10	197	Normal
2018	7	5	3	       	11	20	202	Normal
2018	7	5	3	       	11	30	202	Normal
2018	7	5	3	       	11	40	199	Normal
2018	7	5	3	       	11	50	195	Normal
2018	7	5	3	       	12	0	200	Normal
2018	7	5	3	       	12	10	204	Normal
2018	7	5	3	       	12	20	200	Normal
2018	7	5	3	       	12	30	196	Normal
2018	7	5	3	       	12	40	198	Normal
2018	7	5	3	       	12	50	198	Normal
2018	7	5	3	       	13	0	196	Normal
2018	7	5	3	       	13	10	201	Normal
2018	7	5	3	       	13	20	198	Normal
2018	7	5	3	       	13	30	198	Normal
2018	7	5	3	       	13	40	202	Normal
2018	7	5	3	       	13	50	197	Normal
2018	7	5	3	       	14	0	200	Normal
2018	7	5	3	       	14	10	199	Normal
2018	7	5	3	       	14	20	199	Normal
2018	7	5	3	       	14	30	201	Normal
2018	7	5	3	       	14	40	201	Normal
2018	7	5	3	       	14	50	204	Normal
2018	7	5	3	       	15	0	202	Normal
2018	7	5	3	       	15	10	200	Normal
2018	7	5	3	       	15	20	200	Normal
2018	7	5	3	       	15	30	201	Normal
2018	7	5	3	       	15	40	203	Normal
2018	7	5	3	       	15	50	203	Normal
2018	7	5	3	       	16	0	204	Normal
2018	7	5	3	       	16	10	200	Normal
2018	7	5	3	       	16	20	202	Normal
2018	7	5	3	       	16	30	198	Normal
2018	7	5	3	       	16	40	201	Normal
2018	7	5	3	       	16	50	198	Normal
2018	7	5	3	       	17	0	201	Normal
2018	7	5	3	       	17	10	199	Normal
2018	7	5	3	       	17	20	203	Normal
2018	7	5	3	       	17	30	200	Normal
2018	7	5	3	       	17	40	200	Normal
2018	7	5	3	       	17	50	202	Normal
2018	7	5	3	       	18	0	100	Normal
2018	7	5	3	       	18	10	101	Normal
2018	7	5	3	       	18	20	98	Normal
2018	7	5	3	       	18	30	99	Normal
2018	7	5	3	       	18	40	99	Normal
2018	7	5	3	       	18	50	99	Normal
2018	7	5	3	       	19	0	103	Normal
2018	7	5	3	       	19	10	101	Normal
2018	7	5	3	       	19	20	98	Normal
2018	7	5	3	       	19	30	99	Normal
2018	7	5	3	       	19	40	100	Normal
2018	7	5	3	       	19	50	97	Normal
2018	7	5	3	       	20	0	100	Normal
2018	7	5	3	       	20	10	101	Normal
2018	7	5	3	       	20	20	99	Normal
2018	7	5	3	       	20	30	100	Normal
2018	7	5	3	       	20	40	98	Normal
2018	7	5	3	       	20	50	99	Normal
2018	7	5	3	       	21	0	100	Normal
2018	7	5	3	       	21	10	98	Normal
2018	7	5	3	       	21	20	99	Normal
2018	7	5	3	       	21	30	102	Normal
2018	7	5	3	       	21	40	98	Normal
2018	7	5	3	       	21	50	101	Normal
2018	7	5	3	       	22	0	99	Normal
2018	7	5	3	       	22	10	100	Normal
2018	7	5	3	       	22	20	101	Normal
2018	7	5	3	       	22	30	99	Normal
2018	7	5	3	       	22	40	102	Normal
2018	7	5	3	       	22	50	99	Normal
2018	7	5	3	       	23	0	99	Normal
2018	7	5	3	       	23	10	99	Normal
2018	7	5	3	       	23	20	100	Normal
2018	7	5	3	       	23	30	101	Normal
2018	7	5	3	       	23	40	99	Normal
2018	7	5	3	       	23	50	100	Normal
2018	7	6	4	       	0	0	98	Normal
2018	7	6	4	       	0	10	99	Normal
2018	7	6	4	       	0	20	102	Normal
2018	7	6	4	       	0	30	100	Normal
2018	7	6	4	       	0	40	101	Normal
2018	7	6	4	       	0	50	101	Normal
2018	7	6	4	       	1	0	99	Normal
2018	7	6	4	       	1	10	99	Normal
2018	7	6	4	       	1	20	101	Normal
2018	7	6	4	       	1	30	100	Normal
2018	7	6	4	       	1	40	100	Normal
2018	7	6	4	       	1	50	98	Normal
2018	7	6	4	       	2	0	99	Normal
2018	7	6	4	       	2	10	102	Normal
2018	7	6	4	       	2	20	96	Normal
2018	7	6	4	       	2	30	102	Normal
2018	7	6	4	       	2	40	98	Normal
2018	7	6	4	       	2	50	100	Normal
2018	7	6	4	       	3	0	99	Normal
2018	7	6	4	       	3	10	101	Normal
2018	7	6	4	       	3	20	99	Normal
2018	7	6	4	       	3	30	101	Normal
2018	7	6	4	       	3	40	99	Normal
2018	7	6	4	       	3	50	102	Normal
2018	7	6	4	       	4	0	101	Normal
2018	7	6	4	       	4	10	98	Normal
2018	7	6	4	       	4	20	103	Normal
2018	7	6	4	       	4	30	100	Normal
2018	7	6	4	       	4	40	99	Normal
2018	7	6	4	       	4	50	100	Normal
2018	7	6	4	       	5	0	102	Normal
2018	7	6	4	       	5	10	99	Normal
2018	7	6	4	       	5	20	101	Normal
2018	7	6	4	       	5	30	101	Normal
2018	7	6	4	       	5	40	103	Normal
2018	7	6	4	       	5	50	102	Normal
2018	7	6	4	       	6	0	101	Normal
2018	7	6	4	       	6	10	101	Normal
2018	7	6	4	       	6	20	100	Normal
2018	7	6	4	       	6	30	99	Normal
2018	7	6	4	       	6	40	101	Normal
2018	7	6	4	       	6	50	98	Normal
2018	7	6	4	       	7	0	200	Normal
2018	7	6	4	       	7	10	202	Normal
2018	7	6	4	       	7	20	197	Normal
2018	7	6	4	       	7	30	200	Normal
2018	7	6	4	       	7	40	204	Normal
2018	7	6	4	       	7	50	200	Normal
2018	7	6	4	       	8	0	200	Normal
2018	7	6	4	       	8	10	203	Normal
2018	7	6	4	       	8	20	201	Normal
2018	7	6	4	       	8	30	202	Normal
2018	7	6	4	       	8	40	200	Normal
2018	7	6	4	       	8	50	199	Normal
2018	7	6	4	       	9	0	200	Normal
2018	7	6	4	       	9	10	202	Normal
2018	7	6	4	       	9	20	203	Normal
2018	7	6	4	       	9	30	203	Normal
2018	7	6	4	       	9	40	202	Normal
2018	7	6	4	       	9	50	196	Normal
2018	7	6	4	       	10	0	202	Normal
2018	7	6	4	       	10	10	201	Normal
2018	7	6	4	       	10	20	200	Normal
2018	7	6	4	       	10	30	202	Normal
2018	7	6	4	       	10	40	196	Normal
2018	7	6	4	       	10	50	201	Normal
2018	7	6	4	       	11	0	198	Normal
2018	7	6	4	       	11	10	200	Normal
2018	7	6	4	       	11	20	197	Normal
2018	7	6	4	       	11	30	200	Normal
2018	7	6	4	       	11	40	200	Normal
2018	7	6	4	       	11	50	197	Normal
2018	7	6	4	       	12	0	200	Normal
2018	7	6	4	       	12	10	198	Normal
2018	7	6	4	       	12	20	201	Normal
2018	7	6	4	       	12	30	199	Normal
2018	7	6	4	       	12	40	204	Normal
2018	7	6	4	       	12	50	206	Normal
2018	7	6	4	       	13	0	199	Normal
2018	7	6	4	       	13	10	200	Normal
2018	7	6	4	       	13	20	197	Normal
2018	7	6	4	       	13	30	201	Normal
2018	7	6	4	       	13	40	205	Normal
2018	7	6	4	       	13	50	197	Normal
2018	7	6	4	       	14	0	200	Normal
2018	7	6	4	       	14	10	203	Normal
2018	7	6	4	       	14	20	195	Normal
2018	7	6	4	       	14	30	199	Normal
2018	7	6	4	       	14	40	202	Normal
2018	7	6	4	       	14	50	205	Normal
2018	7	6	4	       	15	0	201	Normal
2018	7	6	4	       	15	10	201	Normal
2018	7	6	4	       	15	20	202	Normal
2018	7	6	4	       	15	30	201	Normal
2018	7	6	4	       	15	40	200	Normal
2018	7	6	4	       	15	50	200	Normal
2018	7	6	4	       	16	0	202	Normal
2018	7	6	4	       	16	10	198	Normal
2018	7	6	4	       	16	20	198	Normal
2018	7	6	4	       	16	30	199	Normal
2018	7	6	4	       	16	40	207	Normal
2018	7	6	4	       	16	50	202	Normal
2018	7	6	4	       	17	0	200	Normal
2018	7	6	4	       	17	10	200	Normal
2018	7	6	4	       	17	20	200	Normal
2018	7	6	4	       	17	30	199	Normal
2018	7	6	4	       	17	40	200	Normal
2018	7	6	4	       	17	50	199	Normal
2018	7	6	4	       	18	0	99	Normal
2018	7	6	4	       	18	10	103	Normal
2018	7	6	4	       	18	20	99	Normal
2018	7	6	4	       	18	30	102	Normal
2018	7	6	4	       	18	40	101	Normal
2018	7	6	4	       	18	50	100	Normal
2018	7	6	4	       	19	0	99	Normal
2018	7	6	4	       	19	10	100	Normal
2018	7	6	4	       	19	20	101	Normal
2018	7	6	4	       	19	30	100	Normal
2018	7	6	4	       	19	40	101	Normal
2018	7	6	4	       	19	50	100	Normal
2018	7	6	4	       	20	0	101	Normal
2018	7	6	4	       	20	10	99	Normal
2018	7	6	4	       	20	20	101	Normal
2018	7	6	4	       	20	30	99	Normal
2018	7	6	4	       	20	40	99	Normal
2018	7	6	4	       	20	50	98	Normal
2018	7	6	4	       	21	0	101	Normal
2018	7	6	4	       	21	10	98	Normal
2018	7	6	4	       	21	20	101	Normal
2018	7	6	4	       	21	30	100	Normal
2018	7	6	4	       	21	40	100	Normal
2018	7	6	4	       	21	50	101	Normal
2018	7	6	4	       	22	0	101	Normal
2018	7	6	4	       	22	10	99	Normal
2018	7	6	4	       	22	20	100	Normal
2018	7	6	4	       	22	30	98	Normal
2018	7	6	4	       	22	40	100	Normal
2018	7	6	4	       	22	50	101	Normal
2018	7	6	4	       	23	0	99	Normal
2018	7	6	4	       	23	10	99	Normal
2018	7	6	4	       	23	20	101	Normal
2018	7	6	4	       	23	30	99	Normal
2018	7	6	4	       	23	40	102	Normal
2018	7	6	4	       	23	50	98	Normal
2018	7	7	5	       	0	0	81	Normal
2018	7	7	5	       	0	10	80	Normal
2018	7	7	5	       	0	20	80	Normal
2018	7	7	5	       	0	30	78	Normal
2018	7	7	5	       	0	40	80	Normal
2018	7	7	5	       	0	50	79	Normal
2018	7	7	5	       	1	0	79	Normal
2018	7	7	5	       	1	10	79	Normal
2018	7	7	5	       	1	20	80	Normal
2018	7	7	5	       	1	30	80	Normal
2018	7	7	5	       	1	40	81	Normal
2018	7	7	5	       	1	50	79	Normal
2018	7	7	5	       	2	0	79	Normal
2018	7	7	5	       	2	10	80	Normal
2018	7	7	5	       	2	20	79	Normal
2018	7	7	5	       	2	30	80	Normal
2018	7	7	5	       	2	40	78	Normal
2018	7	7	5	       	2	50	80	Normal
2018	7	7	5	       	3	0	82	Normal
2018	7	7	5	       	3	10	78	Normal
2018	7	7	5	       	3	20	79	Normal
2018	7	7	5	       	3	30	78	Normal
2018	7	7	5	       	3	40	79	Normal
2018	7	7	5	       	3	50	81	Normal
2018	7	7	5	       	4	0	79	Normal
2018	7	7	5	       	4	10	78	Normal
2018	7	7	5	       	4	20	79	Normal
2018	7	7	5	       	4	30	82	Normal
2018	7	7	5	       	4	40	78	Normal
2018	7	7	5	       	4	50	78	Normal
2018	7	7	5	       	5	0	78	Normal
2018	7	7	5	       	5	10	79	Normal
2018	7	7	5	       	5	20	81	Normal
2018	7	7	5	       	5	30	80	Normal
2018	7	7	5	       	5	40	81	Normal
2018	7	7	5	       	5	50	79	Normal
2018	7	7	5	       	6	0	80	Normal
2018	7	7	5	       	6	10	80	Normal
2018	7	7	5	       	6	20	80	Normal
2018	7	7	5	       	6	30	79	Normal
2018	7	7	5	       	6	40	79	Normal
2018	7	7	5	       	6	50	79	Normal
2018	7	7	5	       	7	0	78	Normal
2018	7	7	5	       	7	10	80	Normal
2018	7	7	5	       	7	20	80	Normal
2018	7	7	5	       	7	30	82	Normal
2018	7	7	5	       	7	40	78	Normal
2018	7	7	5	       	7	50	79	Normal
2018	7	7	5	       	8	0	79	Normal
2018	7	7	5	       	8	10	80	Normal
2018	7	7	5	       	8	20	78	Normal
2018	7	7	5	       	8	30	80	Normal
2018	7	7	5	       	8	40	78	Normal
2018	7	7	5	       	8	50	81	Normal
2018	7	7	5	       	9	0	81	Normal
2018	7	7	5	       	9	10	78	Normal
2018	7	7	5	       	9	20	79	Normal
2018	7	7	5	       	9	30	79	Normal
2018	7	7	5	       	9	40	79	Normal
2018	7	7	5	       	9	50	80	Normal
2018	7	7	5	       	10	0	81	Normal
2018	7	7	5	       	10	10	81	Normal
2018	7	7	5	       	10	20	80	Normal
2018	7	7	5	       	10	30	80	Normal
2018	7	7	5	       	10	40	81	Normal
2018	7	7	5	       	10	50	80	Normal
2018	7	7	5	       	11	0	79	Normal
2018	7	7	5	       	11	10	82	Normal
2018	7	7	5	       	11	20	80	Normal
2018	7	7	5	       	11	30	81	Normal
2018	7	7	5	       	11	40	80	Normal
2018	7	7	5	       	11	50	80	Normal
2018	7	7	5	       	12	0	79	Normal
2018	7	7	5	       	12	10	77	Normal
2018	7	7	5	       	12	20	80	Normal
2018	7	7	5	       	12	30	80	Normal
2018	7	7	5	       	12	40	79	Normal
2018	7	7	5	       	12	50	80	Normal
2018	7	7	5	       	13	0	78	Normal
2018	7	7	5	       	13	10	81	Normal
2018	7	7	5	       	13	20	80	Normal
2018	7	7	5	       	13	30	81	Normal
2018	7	7	5	       	13	40	81	Normal
2018	7	7	5	       	13	50	81	Normal
2018	7	7	5	       	14	0	82	Normal
2018	7	7	5	       	14	10	78	Normal
2018	7	7	5	       	14	20	77	Normal
